taros,t,a,r,o,s,12273,4466,16739
rines,r,i,n,e,s,12098,4630,16728
rites,r,i,t,e,s,12270,4456,16726
blaes,b,l,a,e,s,12158,4565,16722
daces,d,a,c,e,s,11899,4813,16712
deals,d,e,a,l,s,12571,4139,16710
kores,k,o,r,e,s,11714,4978,16692
taser,t,a,s,e,r,13385,3306,16691
reaps,r,e,a,p,s,12747,3934,16681
notes,n,o,t,e,s,12006,4661,16667
coles,c,o,l,e,s,11582,5076,16658
ropes,r,o,p,e,s,11971,4687,16658
amies,a,m,i,e,s,12526,4131,16657
reams,r,e,a,m,s,12726,3926,16652
cames,c,a,m,e,s,11661,4991,16651
gears,g,e,a,r,s,12560,4090,16649
mases,m,a,s,e,s,11757,4887,16644
years,y,e,a,r,s,12775,3861,16636
hears,h,e,a,r,s,12618,4015,16633
poles,p,o,l,e,s,11578,5044,16622
wanes,w,a,n,e,s,11654,4963,16617
razes,r,a,z,e,s,11955,4659,16614
laser,l,a,s,e,r,13423,3187,16610
saine,s,a,i,n,e,13014,3595,16609
fores,f,o,r,e,s,11519,5089,16608
raise,r,a,i,s,e,13617,2990,16607
peats,p,e,a,t,s,12316,4290,16605
capes,c,a,p,e,s,11682,4917,16599
dotes,d,o,t,e,s,11757,4841,16598
teads,t,e,a,d,s,12533,4054,16587
paces,p,a,c,e,s,11682,4900,16582
peals,p,e,a,l,s,12354,4226,16580
bases,b,a,s,e,s,11583,4995,16578
nabes,n,a,b,e,s,11948,4604,16552
baels,b,a,e,l,s,12158,4392,16549
tiles,t,i,l,e,s,11876,4666,16542
pelas,p,e,l,a,s,12354,4184,16537
raxes,r,a,x,e,s,11882,4655,16536
cires,c,i,r,e,s,11636,4894,16530
moles,m,o,l,e,s,11556,4961,16517
aedes,a,e,d,e,s,11995,4520,16515
ureas,u,r,e,a,s,12993,3522,16515
vales,v,a,l,e,s,11691,4819,16510
deans,d,e,a,n,s,12361,4148,16509
cones,c,o,n,e,s,11373,5134,16506
leads,l,e,a,d,s,12571,3935,16506
toses,t,o,s,e,s,11641,4865,16505
cotes,c,o,t,e,s,11544,4960,16504
meats,m,e,a,t,s,12294,4207,16501
gades,g,a,d,e,s,11707,4788,16495
rajes,r,a,j,e,s,11883,4611,16494
serai,s,e,r,a,i,13617,2873,16490
hades,h,a,d,e,s,11765,4714,16479
sorel,s,o,r,e,l,12647,3831,16478
maces,m,a,c,e,s,11661,4817,16477
meals,m,e,a,l,s,12332,4143,16475
pones,p,o,n,e,s,11368,5102,16470
lodes,l,o,d,e,s,11795,4674,16469
potes,p,o,t,e,s,11540,4928,16468
reaks,r,e,a,k,s,12490,3977,16467
teres,t,e,r,e,s,11500,4963,16463
rotas,r,o,t,a,s,12273,4186,16459
roans,r,o,a,n,s,12102,4353,16455
gases,g,a,s,e,s,11591,4860,16451
boles,b,o,l,e,s,11382,5069,16451
almes,a,l,m,e,s,12332,4116,16448
robes,r,o,b,e,s,11775,4672,16447
beats,b,e,a,t,s,12120,4315,16434
melas,m,e,l,a,s,12332,4101,16433
haets,h,a,e,t,s,12186,4245,16431
abies,a,b,i,e,s,12352,4077,16429
soree,s,o,r,e,e,12072,4354,16426
loses,l,o,s,e,s,11679,4746,16424
cages,c,a,g,e,s,11495,4917,16412
laris,l,a,r,i,s,11972,4438,16410
beals,b,e,a,l,s,12158,4251,16409
rohes,r,o,h,e,s,11842,4565,16406
soler,s,o,l,e,r,12647,3755,16402
easts,e,a,s,t,s,12417,3978,16394
seral,s,e,r,a,l,13423,2971,16394
tines,t,i,n,e,s,11667,4724,16390
mires,m,i,r,e,s,11610,4780,16390
leres,l,e,r,e,s,11538,4844,16382
peans,p,e,a,n,s,12144,4235,16379
pages,p,a,g,e,s,11490,4886,16376
renos,r,e,n,o,s,12438,3938,16376
laves,l,a,v,e,s,11691,4683,16374
tomes,t,o,m,e,s,11518,4854,16372
fears,f,e,a,r,s,12295,4070,16365
motes,m,o,t,e,s,11518,4845,16363
vanes,v,a,n,e,s,11482,4877,16359
doers,d,o,e,r,s,12188,4170,16358
rokes,r,o,k,e,s,11714,4641,16355
ratos,r,a,t,o,s,12273,4082,16355
bayes,b,a,y,e,s,11509,4835,16344
raits,r,a,i,t,s,11934,4399,16333
saned,s,a,n,e,d,12361,3971,16332
sated,s,a,t,e,d,12533,3797,16330
dries,d,r,i,e,s,11849,4481,16329
goles,g,o,l,e,s,11390,4934,16324
topes,t,o,p,e,s,11540,4780,16320
games,g,a,m,e,s,11469,4849,16317
teams,t,e,a,m,s,12294,4020,16314
elans,e,l,a,n,s,12820,3492,16312
arose,a,r,o,s,e,13957,2354,16311
lines,l,i,n,e,s,11705,4605,16309
holes,h,o,l,e,s,11448,4859,16307
lures,l,u,r,e,s,11684,4624,16307
rails,r,a,i,l,s,11972,4336,16307
geats,g,e,a,t,s,12128,4179,16307
lites,l,i,t,e,s,11876,4431,16307
hames,h,a,m,e,s,11527,4774,16301
bones,b,o,n,e,s,11172,5127,16299
botes,b,o,t,e,s,11344,4953,16297
cakes,c,a,k,e,s,11425,4871,16296
sayer,s,a,y,e,r,12775,3521,16295
kades,k,a,d,e,s,11638,4657,16295
lomes,l,o,m,e,s,11556,4735,16291
heats,h,e,a,t,s,12186,4105,16291
geals,g,e,a,l,s,12166,4116,16282
tolas,t,o,l,a,s,11880,4396,16275
means,m,e,a,n,s,12123,4152,16274
leirs,l,e,i,r,s,12308,3967,16274
deros,d,e,r,o,s,12188,4084,16272
mages,m,a,g,e,s,11469,4803,16271
gapes,g,a,p,e,s,11490,4775,16265
heals,h,e,a,l,s,12224,4041,16265
leaps,l,e,a,p,s,12354,3909,16262
lairs,l,a,i,r,s,11972,4284,16256
rased,r,a,s,e,d,12964,3287,16251
mabes,m,a,b,e,s,11460,4788,16248
lopes,l,o,p,e,s,11578,4661,16239
cries,c,r,i,e,s,11636,4599,16235
tepas,t,e,p,a,s,12316,3920,16235
wears,w,e,a,r,s,12257,3977,16234
leams,l,e,a,m,s,12332,3901,16233
acnes,a,c,n,e,s,12149,4081,16230
stoae,s,t,o,a,e,13525,2697,16222
betas,b,e,t,a,s,12120,4093,16212
fades,f,a,d,e,s,11443,4768,16211
beans,b,e,a,n,s,11948,4260,16208
pries,p,r,i,e,s,11632,4568,16199
taxes,t,a,x,e,s,11450,4748,16198
lazes,l,a,z,e,s,11561,4634,16195
sored,s,o,r,e,d,12188,4005,16193
rides,r,i,d,e,s,11849,4343,16192
telos,t,e,l,o,s,12216,3974,16189
strae,s,t,r,a,e,13385,2799,16184
seare,s,e,a,r,e,12848,3335,16183
hires,h,i,r,e,s,11502,4678,16180
ceros,c,e,r,o,s,11976,4202,16178
eyras,e,y,r,a,s,12775,3402,16177
rheas,r,h,e,a,s,12618,3544,16162
rules,r,u,l,e,s,11684,4474,16158
tajes,t,a,j,e,s,11452,4705,16156
hones,h,o,n,e,s,11239,4917,16156
makes,m,a,k,e,s,11399,4757,16156
sager,s,a,g,e,r,12560,3596,16156
zoeas,z,o,e,a,s,12095,4058,16152
tiers,t,i,e,r,s,12270,3879,16148
rises,r,i,s,e,s,11733,4415,16147
aegis,a,e,g,i,s,12360,3784,16144
janes,j,a,n,e,s,11280,4857,16137
nodes,n,o,d,e,s,11585,4548,16133
ables,a,b,l,e,s,12158,3976,16133
saber,s,a,b,e,r,12551,3582,16133
toges,t,o,g,e,s,11352,4780,16132
teaks,t,e,a,k,s,12059,4070,16129
reins,r,e,i,n,s,12098,4027,16125
moers,m,o,e,r,s,11950,4174,16124
moras,m,o,r,a,s,11614,4510,16123
riels,r,i,e,l,s,12308,3811,16119
laxes,l,a,x,e,s,11488,4629,16117
kames,k,a,m,e,s,11399,4718,16117
ranis,r,a,n,i,s,11762,4347,16109
sales,s,a,l,e,s,12455,3654,16109
rains,r,a,i,n,s,11762,4344,16106
pleas,p,l,e,a,s,12354,3736,16090
bakes,b,a,k,e,s,11225,4865,16089
noses,n,o,s,e,s,11469,4620,16089
genas,g,e,n,a,s,11957,4131,16088
getas,g,e,t,a,s,12128,3957,16085
geans,g,e,a,n,s,11957,4124,16081
wades,w,a,d,e,s,11405,4676,16080
twaes,t,w,a,e,s,11826,4250,16075
naris,n,a,r,i,s,11762,4312,16074
paseo,p,a,s,e,o,12887,3186,16073
yeans,y,e,a,n,s,12172,3896,16067
liers,l,i,e,r,s,12308,3760,16067
liras,l,i,r,a,s,11972,4095,16067
yages,y,a,g,e,s,11518,4547,16064
noels,n,o,e,l,s,12044,4016,16060
terns,t,e,r,n,s,11866,4194,16060
boras,b,o,r,a,s,11439,4618,16057
cafes,c,a,f,e,s,11230,4824,16054
loges,l,o,g,e,s,11390,4661,16051
etnas,e,t,n,a,s,12782,3269,16051
leaks,l,e,a,k,s,12097,3951,16048
roads,r,o,a,d,s,11852,4195,16047
sarge,s,a,r,g,e,12560,3486,16045
tarns,t,a,r,n,s,11530,4511,16041
lotas,l,o,t,a,s,11880,4161,16040
saker,s,a,k,e,r,12490,3550,16040
naves,n,a,v,e,s,11482,4557,16038
wases,w,a,s,e,s,11289,4747,16036
loans,l,o,a,n,s,11708,4328,16036
fames,f,a,m,e,s,11204,4829,16033
lobes,l,o,b,e,s,11382,4647,16028
bries,b,r,i,e,s,11436,4593,16028
iotas,i,o,t,a,s,12074,3955,16028
stare,s,t,a,r,e,13385,2641,16026
feats,f,e,a,t,s,11864,4159,16023
airts,a,i,r,t,s,11934,4087,16021
doses,d,o,s,e,s,11220,4800,16019
saute,s,a,u,t,e,12562,3458,16019
tokes,t,o,k,e,s,11283,4734,16017
rimes,r,i,m,e,s,11610,4404,16014
apers,a,p,e,r,s,12747,3264,16011
runes,r,u,n,e,s,11474,4532,16006
solei,s,o,l,e,i,12448,3558,16006
daris,d,a,r,i,s,11513,4492,16005
arise,a,r,i,s,e,13617,2383,16000
faces,f,a,c,e,s,11230,4769,15999
trues,t,r,u,e,s,11646,4354,15999
feals,f,e,a,l,s,11902,4096,15997
moues,m,o,u,e,s,11126,4871,15997
sates,s,a,t,e,s,12417,3576,15993
tiars,t,i,a,r,s,11934,4056,15989
teils,t,e,i,l,s,11876,4112,15988
acers,a,c,e,r,s,12752,3236,15988
rices,r,i,c,e,s,11636,4344,15980
deres,d,e,r,e,s,11079,4898,15977
nites,n,i,t,e,s,11667,4305,15971
maser,m,a,s,e,r,12726,3245,15970
codes,c,o,d,e,s,11123,4847,15970
tails,t,a,i,l,s,11540,4429,15969
carse,c,a,r,s,e,12752,3211,15962
ripes,r,i,p,e,s,11632,4330,15962
trees,t,r,e,e,s,11500,4461,15961
larns,l,a,r,n,s,11568,4392,15960
rials,r,i,a,l,s,11972,3988,15960
saice,s,a,i,c,e,12552,3406,15958
lenos,l,e,n,o,s,12044,3913,15957
nomes,n,o,m,e,s,11347,4609,15955
slate,s,l,a,t,e,12992,2960,15952
hakes,h,a,k,e,s,11291,4655,15946
sanes,s,a,n,e,s,12245,3692,15938
lokes,l,o,k,e,s,11321,4615,15936
roves,r,o,v,e,s,11309,4625,15933
goers,g,o,e,r,s,11784,4147,15930
goras,g,o,r,a,s,11448,4482,15930
salep,s,a,l,e,p,12354,3575,15929
froes,f,r,o,e,s,11519,4408,15927
neaps,n,e,a,p,s,12144,3783,15927
parse,p,a,r,s,e,12747,3179,15926
piles,p,i,l,e,s,11238,4688,15926
coses,c,o,s,e,s,11007,4918,15925
hoers,h,o,e,r,s,11842,4072,15914
horas,h,o,r,a,s,11506,4408,15913
tased,t,a,s,e,d,12533,3381,15913
fires,f,i,r,e,s,11180,4732,15912
liars,l,i,a,r,s,11972,3937,15908
snare,s,n,a,r,e,13214,2694,15907
dines,d,i,n,e,s,11246,4659,15904
rents,r,e,n,t,s,11866,4038,15904
baser,b,a,s,e,r,12551,3353,15904
samel,s,a,m,e,l,12332,3571,15903
wames,w,a,m,e,s,11166,4736,15902
dures,d,u,r,e,s,11225,4678,15902
dites,d,i,t,e,s,11417,4485,15902
salue,s,a,l,u,e,12600,3300,15899
boars,b,o,a,r,s,11439,4459,15898
teles,t,e,l,e,s,11107,4788,15895
orals,o,r,a,l,s,12311,3584,15895
peris,p,e,r,i,s,11632,4262,15893
poses,p,o,s,e,s,11003,4887,15889
euros,e,u,r,o,s,12217,3672,15889
rares,r,a,r,e,s,12431,3458,15889
earst,e,a,r,s,t,13385,2504,15889
fones,f,o,n,e,s,10916,4972,15888
poets,p,o,e,t,s,11540,4347,15886
domes,d,o,m,e,s,11097,4789,15886
rants,r,a,n,t,s,11530,4356,15886
ketas,k,e,t,a,s,12059,3826,15885
sears,s,e,a,r,s,12848,3035,15884
ceres,c,e,r,e,s,10867,5017,15883
caves,c,a,v,e,s,11020,4855,15875
paris,p,a,r,i,s,11296,4579,15875
nemas,n,e,m,a,s,12123,3748,15871
nerts,n,e,r,t,s,11866,4004,15870
weals,w,e,a,l,s,11864,4003,15867
meads,m,e,a,d,s,11873,3993,15866
nazes,n,a,z,e,s,11352,4508,15859
doats,d,o,a,t,s,11421,4437,15857
noyes,n,o,y,e,s,11396,4460,15855
tides,t,i,d,e,s,11417,4437,15854
peres,p,e,r,e,s,10862,4985,15847
ideas,i,d,e,a,s,12765,3082,15846
aesir,a,e,s,i,r,13617,2226,15843
redos,r,e,d,o,s,12188,3651,15839
paves,p,a,v,e,s,11015,4824,15839
dopes,d,o,p,e,s,11119,4715,15834
lased,l,a,s,e,d,12571,3262,15832
modes,m,o,d,e,s,11097,4732,15829
heros,h,e,r,o,s,11842,3986,15827
vades,v,a,d,e,s,11232,4590,15822
marse,m,a,r,s,e,12726,3096,15822
miles,m,i,l,e,s,11217,4605,15821
tules,t,u,l,e,s,11252,4568,15820
cines,c,i,n,e,s,11033,4777,15810
haros,h,a,r,o,s,11506,4303,15809
cures,c,u,r,e,s,11012,4796,15808
cites,c,i,t,e,s,11205,4603,15808
sawer,s,a,w,e,r,12257,3550,15807
fetas,f,e,t,a,s,11864,3937,15801
beads,b,e,a,d,s,11699,4101,15800
safer,s,a,f,e,r,12295,3503,15798
airns,a,i,r,n,s,11762,4032,15794
beaus,b,e,a,u,s,11728,4066,15794
comes,c,o,m,e,s,10885,4907,15792
dazes,d,a,z,e,s,11102,4688,15790
meris,m,e,r,i,s,11610,4179,15789
sores,s,o,r,e,s,12072,3715,15787
teins,t,e,i,n,s,11667,4120,15787
moses,m,o,s,e,s,10981,4804,15785
darts,d,a,r,t,s,11281,4501,15782
wires,w,i,r,e,s,11142,4640,15781
vases,v,a,s,e,s,11116,4662,15778
pines,p,i,n,e,s,11029,4746,15774
roams,r,o,a,m,s,11614,4160,15774
pures,p,u,r,e,s,11008,4765,15772
raias,r,a,i,a,s,11284,4487,15771
satem,s,a,t,e,m,12294,3477,15771
tains,t,a,i,n,s,11331,4438,15768
roset,r,o,s,e,t,12609,3156,15765
coats,c,o,a,t,s,11208,4555,15763
spaer,s,p,a,e,r,12747,3016,15763
bodes,b,o,d,e,s,10923,4840,15763
rhies,r,h,i,e,s,11502,4255,15757
pomes,p,o,m,e,s,10880,4876,15756
biles,b,i,l,e,s,11042,4713,15755
hoars,h,o,a,r,s,11506,4249,15755
sabre,s,a,b,r,e,12551,3202,15753
reast,r,e,a,s,t,13385,2368,15753
ribes,r,i,b,e,s,11436,4316,15751
loser,l,o,s,e,r,12647,3103,15750
agers,a,g,e,r,s,12560,3186,15746
tenes,t,e,n,e,s,10897,4846,15743
meres,m,e,r,e,s,10841,4902,15743
copes,c,o,p,e,s,10906,4834,15740
abers,a,b,e,r,s,12551,3189,15740
coals,c,o,a,l,s,11246,4492,15738
siree,s,i,r,e,e,11732,3998,15730
koras,k,o,r,a,s,11378,4351,15729
ajies,a,j,i,e,s,11684,4042,15726
slane,s,l,a,n,e,12820,2905,15725
clies,c,l,i,e,s,11243,4479,15721
pairs,p,a,i,r,s,11296,4425,15721
samen,s,a,m,e,n,12123,3598,15721
leafs,l,e,a,f,s,11902,3816,15718
slaes,s,l,a,e,s,12455,3262,15717
boets,b,o,e,t,s,11344,4372,15715
tyres,t,y,r,e,s,11427,4285,15712
toads,t,o,a,d,s,11421,4288,15709
lenis,l,e,n,i,s,11705,4004,15708
taras,t,a,r,a,s,11052,4654,15706
certs,c,e,r,t,s,11404,4302,15706
siler,s,i,l,e,r,12308,3398,15706
delos,d,e,l,o,s,11795,3909,15703
lowes,l,o,w,e,s,11088,4615,15702
alecs,a,l,e,c,s,12358,3344,15702
mesas,m,e,s,a,s,11757,3943,15700
arils,a,r,i,l,s,11972,3729,15700
raids,r,a,i,d,s,11513,4186,15698
aisle,a,i,s,l,e,13224,2473,15697
colas,c,o,l,a,s,11246,4449,15695
ogres,o,g,r,e,s,11784,3911,15694
arsey,a,r,s,e,y,12775,2919,15694
loess,l,o,e,s,s,11679,4015,15693
carts,c,a,r,t,s,11068,4620,15688
eales,e,a,l,e,s,12454,3233,15687
plies,p,l,i,e,s,11238,4447,15685
torse,t,o,r,s,e,12609,3074,15683
resat,r,e,s,a,t,13385,2295,15680
fakes,f,a,k,e,s,10969,4709,15678
beres,b,e,r,e,s,10666,5010,15676
times,t,i,m,e,s,11179,4497,15676
apses,a,p,s,e,s,11779,3893,15672
setal,s,e,t,a,l,12992,2680,15671
perts,p,e,r,t,s,11400,4271,15670
wetas,w,e,t,a,s,11826,3845,15670
mines,m,i,n,e,s,11007,4663,15670
tunes,t,u,n,e,s,11043,4626,15668
mures,m,u,r,e,s,10986,4682,15668
mites,m,i,t,e,s,11179,4489,15667
samey,s,a,m,e,y,11684,3984,15667
weans,w,e,a,n,s,11654,4012,15666
wages,w,a,g,e,s,11000,4663,15663
lenes,l,e,n,e,s,10935,4727,15662
carls,c,a,r,l,s,11106,4556,15662
yeads,y,e,a,d,s,11922,3737,15659
stale,s,t,a,l,e,12992,2667,15658
heads,h,e,a,d,s,11765,3891,15656
paise,p,a,i,s,e,12548,3106,15653
parts,p,a,r,t,s,11064,4588,15652
voles,v,o,l,e,s,10915,4736,15651
doges,d,o,g,e,s,10931,4715,15646
arsed,a,r,s,e,d,12964,2680,15644
keros,k,e,r,o,s,11714,3929,15643
tices,t,i,c,e,s,11205,4438,15642
donas,d,o,n,a,s,11249,4389,15638
lyres,l,y,r,e,s,11465,4166,15631
loads,l,o,a,d,s,11459,4169,15628
karos,k,a,r,o,s,11378,4247,15625
soled,s,o,l,e,d,11795,3830,15624
dobes,d,o,b,e,s,10923,4701,15623
moats,m,o,a,t,s,11182,4441,15623
setae,s,e,t,a,e,12416,3203,15619
agues,a,g,u,e,s,11736,3883,15619
saver,s,a,v,e,r,12085,3534,15619
fries,f,r,i,e,s,11180,4437,15617
mairs,m,a,i,r,s,11274,4342,15616
repos,r,e,p,o,s,11971,3638,15609
veals,v,e,a,l,s,11691,3918,15609
aster,a,s,t,e,r,13385,2223,15608
bines,b,i,n,e,s,10833,4771,15603
stear,s,t,e,a,r,13385,2217,15602
bites,b,i,t,e,s,11004,4597,15601
jades,j,a,d,e,s,11031,4570,15601
siren,s,i,r,e,n,12098,3502,15600
mopes,m,o,p,e,s,10880,4719,15599
limes,l,i,m,e,s,11217,4378,15595
vapes,v,a,p,e,s,11015,4577,15592
calos,c,a,l,o,s,11246,4345,15591
lunes,l,u,n,e,s,11081,4507,15587
lutes,l,u,t,e,s,11252,4333,15585
sorer,s,o,r,e,r,11655,3930,15584
paxes,p,a,x,e,s,10812,4770,15582
rasse,r,a,s,s,e,12848,2731,15579
garis,g,a,r,i,s,11108,4469,15577
hoses,h,o,s,e,s,10873,4702,15575
derns,d,e,r,n,s,11445,4129,15574
goels,g,o,e,l,s,11390,4173,15563
degas,d,e,g,a,s,11707,3855,15562
boats,b,o,a,t,s,11008,4549,15556
mazes,m,a,z,e,s,10864,4692,15555
darns,d,a,r,n,s,11109,4446,15555
molas,m,o,l,a,s,11220,4335,15555
nails,n,a,i,l,s,11369,4184,15553
lards,l,a,r,d,s,11319,4234,15552
loris,l,o,r,i,s,11196,4355,15550
geres,g,e,r,e,s,10675,4875,15549
maise,m,a,i,s,e,12526,3023,15549
serac,s,e,r,a,c,12752,2796,15548
wakes,w,a,k,e,s,10931,4617,15547
marts,m,a,r,t,s,11042,4505,15547
proas,p,r,o,a,s,11635,3912,15547
redes,r,e,d,e,s,11079,4466,15545
tosas,t,o,s,a,s,11305,4238,15543
lipes,l,i,p,e,s,11238,4305,15543
peags,p,e,a,g,s,11490,4052,15542
faros,f,a,r,o,s,11183,4358,15541
merls,m,e,r,l,s,11416,4124,15540
heres,h,e,r,e,s,10733,4800,15533
piers,p,i,e,r,s,11632,3901,15532
datos,d,a,t,o,s,11421,4110,15531
beams,b,e,a,m,s,11460,4067,15527
haves,h,a,v,e,s,10886,4639,15524
nelis,n,e,l,i,s,11705,3820,15524
haems,h,a,e,m,s,11527,3997,15524
vires,v,i,r,e,s,10969,4554,15523
marls,m,a,r,l,s,11080,4442,15522
auris,a,u,r,i,s,11542,3980,15522
akees,a,k,e,e,s,11521,4000,15521
oners,o,n,e,r,s,12438,3083,15521
scrae,s,c,r,a,e,12752,2768,15519
sayed,s,a,y,e,d,11922,3596,15518
soral,s,o,r,a,l,12311,3205,15516
acmes,a,c,m,e,s,11661,3855,15515
loves,l,o,v,e,s,10915,4599,15514
peaks,p,e,a,k,s,11421,4092,15513
soave,s,o,a,v,e,12225,3288,15512
seats,s,e,a,t,s,12417,3095,15512
seals,s,e,a,l,s,12455,3053,15508
fleas,f,l,e,a,s,11902,3606,15507
deils,d,e,i,l,s,11455,4047,15502
teers,t,e,e,r,s,11500,4001,15501
reses,r,e,s,e,s,10964,4537,15501
bemas,b,e,m,a,s,11460,4040,15500
artis,a,r,t,i,s,11934,3566,15499
liens,l,i,e,n,s,11705,3794,15499
sades,s,a,d,e,s,11996,3501,15497
votes,v,o,t,e,s,10877,4620,15497
